year,price,mileage,tax,mpg,engineSize,trns_Manual,trns_Semi-Auto,fuel_Hybrid,fuel_Petrol
2015,10498,21396,0,67.3,1.0,True,False,False,True
2015,15698,35177,125,58.9,2.0,False,True,False,False
2015,10198,36910,0,67.3,1.0,True,False,False,True
2016,11998,77976,0,74.3,2.0,True,False,False,False
2016,13298,85793,30,67.3,2.0,True,False,False,False
2016,14998,32379,0,74.3,2.0,True,False,False,False
2015,13995,55036,125,58.9,2.0,True,False,False,False
2015,11385,45000,20,72.4,1.6,True,False,False,False
2015,13890,66500,125,58.9,2.0,False,True,False,False
2017,12898,72816,0,74.3,2.0,True,False,False,False
2015,13198,91593,20,67.3,2.0,False,False,False,False
2015,13898,60362,30,62.8,2.0,True,False,False,False
2018,29898,13218,145,40.4,2.0,False,True,False,True
2016,16489,22688,145,47.1,1.8,True,False,False,True
2017,36989,37624,145,34.0,3.0,False,True,False,True
2015,11295,39502,30,58.9,1.4,True,False,False,True
2016,18698,30319,145,51.4,2.0,False,True,False,False
2018,15498,17047,145,53.3,1.4,True,False,False,True
2015,15798,26308,145,56.5,2.0,True,False,False,False
2019,25498,85,145,40.4,2.0,False,True,False,True
2016,14798,51559,20,70.6,2.0,True,False,False,False
2015,11998,23081,0,67.3,1.0,True,False,False,True
2016,24698,7355,260,35.8,3.0,False,True,False,True
2015,14298,43793,125,61.4,2.0,False,True,False,False
2017,18998,35786,145,64.2,2.0,False,True,False,False
2014,17995,46573,240,37.7,2.0,True,False,False,True
2016,15485,37188,20,72.4,2.0,False,True,False,False
2017,14485,70500,20,72.4,2.0,False,True,False,False
2013,13695,46206,145,55.4,3.0,False,True,False,False
2016,15480,64842,160,49.6,2.0,True,False,False,False
2017,19465,26856,145,55.4,2.0,False,True,False,False
2017,12980,44573,145,67.3,2.0,True,False,False,False
2017,18998,13490,145,54.3,1.5,True,False,False,True
2015,14498,55259,125,60.1,2.0,True,False,False,False
2017,17498,13506,145,47.1,1.8,True,False,False,True
2014,13498,52037,125,57.6,2.0,True,False,False,False
2013,11998,59773,30,60.1,2.0,True,False,False,False
2015,9898,40170,30,57.6,1.4,True,False,False,True
2017,22498,27792,145,65.7,2.0,False,True,False,False
2016,14698,57365,30,64.2,2.0,False,True,False,False
2016,14898,39824,20,70.6,2.0,True,False,False,False
2016,14498,74392,145,47.9,1.4,False,True,False,True
2017,18885,41225,145,61.4,2.0,False,True,False,False
2017,19990,10253,145,52.3,1.4,False,True,False,True
2016,18440,54928,125,56.5,3.0,False,True,False,False
2016,27950,67181,200,47.9,3.0,False,True,False,False
2015,14298,5322,30,58.9,1.4,False,True,False,True
2016,15498,31226,30,57.6,1.4,True,False,False,True
2016,17498,30738,145,47.9,1.4,False,True,False,True
2015,18798,42180,200,47.9,2.0,True,False,False,False
2015,20498,20274,200,47.9,2.0,True,False,False,False
2015,10498,41015,0,67.3,1.0,True,False,False,True
2014,10998,50573,20,60.1,1.4,True,False,False,True
2016,17898,15982,30,60.1,2.0,True,False,False,False
2017,21998,21789,145,61.4,2.0,False,True,False,False
2016,14998,44069,30,62.8,2.0,True,False,False,False
2019,19998,6612,145,49.6,1.6,True,False,False,False
2018,15840,22710,145,68.9,1.6,True,False,False,False
2018,26995,5894,145,56.5,2.0,False,True,False,False
2016,19440,58767,200,47.1,2.0,False,True,False,False
2015,22995,66000,235,42.8,3.0,False,True,False,False
2017,19465,24190,145,55.4,2.0,False,True,False,False
2018,48985,35800,145,39.2,4.0,False,True,False,False
2017,12950,40000,145,74.3,1.6,True,False,False,False
2017,20650,28000,20,67.3,2.0,False,False,False,False
2018,28450,21000,145,56.5,2.0,False,True,False,False
2016,16450,31000,30,60.1,2.0,True,False,False,False
2017,15498,62140,145,64.2,2.0,True,False,False,False
2019,26998,156,150,46.3,2.0,False,True,False,False
2019,17690,8396,150,50.4,1.0,True,False,False,True
2014,17998,23340,260,36.7,2.0,False,True,False,True
2017,17998,19331,125,57.7,2.0,True,False,False,False
2019,35498,10,145,32.1,2.0,False,True,False,True
2015,16698,32914,145,52.3,2.0,True,False,False,False
2016,16998,41910,145,52.3,2.0,True,False,False,False
2017,18498,27430,145,56.5,1.4,False,True,False,True
2016,17498,62000,30,61.4,2.0,False,True,False,False
2016,19498,29049,200,47.9,2.0,True,False,False,False
2018,18698,14974,145,68.9,1.6,False,True,False,False
2017,14798,30795,145,51.4,1.4,True,False,False,True
2016,14998,41049,20,65.7,2.0,True,False,False,False
2016,14298,29709,20,60.1,1.4,True,False,False,True
2019,35498,21,145,32.1,2.0,False,True,False,True
2019,31498,28,145,33.2,2.0,False,True,False,True
2015,15998,43734,145,52.3,2.0,True,False,False,False
2016,29998,42167,235,42.2,3.0,False,True,False,False
2016,13998,19048,20,60.1,1.0,True,False,False,True
2016,16998,65483,150,56.5,2.0,False,True,False,False
2019,26888,21343,150,50.4,2.0,False,True,False,False
2018,19222,20356,150,51.4,1.4,True,False,False,True
2016,18450,17067,145,49.6,1.4,True,False,False,True
2017,13390,26022,20,70.6,1.6,True,False,False,False
2017,14998,17666,20,60.1,1.4,True,False,False,True
2017,20998,13344,145,56.5,1.5,False,True,False,True
2017,18998,32997,145,67.3,2.0,True,False,False,False
2016,12298,23718,30,56.5,1.4,True,False,False,True
2014,17998,57525,235,44.8,3.0,False,True,False,False
2013,15998,43309,200,47.1,2.0,False,True,False,False
2018,17698,23669,145,52.3,1.4,True,False,False,True
2016,15998,31649,30,60.1,2.0,True,False,False,False
2016,13290,15056,125,53.3,1.4,True,False,False,True
2019,20444,4667,145,49.6,1.6,True,False,False,False
2017,17444,12000,145,70.6,2.0,True,False,False,False
2018,20490,11489,145,52.3,1.4,False,True,False,True
2019,25444,7801,145,46.3,1.6,True,False,False,False
2019,21644,4467,150,46.3,1.5,True,False,False,True
2014,16990,43605,300,34.9,3.0,False,True,False,True
2013,10190,69884,145,54.3,2.0,True,False,False,False
2017,19491,27428,145,56.5,2.0,True,False,False,False
2016,9578,42391,0,76.3,1.6,True,False,False,False
2016,16998,32002,30,61.4,2.0,False,True,False,False
2017,16298,24654,30,64.2,1.6,True,False,False,False
2016,11998,31952,0,83.1,1.6,True,False,False,False
2015,17498,38431,30,61.4,2.0,True,False,False,False
2016,19998,34189,200,47.9,2.0,True,False,False,False
2017,14298,57161,20,70.6,2.0,True,False,False,False
2017,15498,46147,145,70.6,2.0,True,False,False,False
2016,9498,48889,0,76.3,1.6,True,False,False,False
2014,10917,80050,125,57.6,2.0,True,False,False,False
2016,13170,22225,30,56.5,1.4,True,False,False,True
2016,28991,28083,300,34.9,2.5,False,True,False,True
2018,23650,19000,145,45.6,1.4,False,True,False,True
2019,19888,6837,145,47.9,1.6,False,True,False,False
2016,17790,24020,145,47.9,1.4,False,True,False,True
2017,35850,32066,145,30.1,4.0,False,True,False,True
2016,15990,25647,30,62.8,2.0,True,False,False,False
2019,44990,10342,145,33.2,3.0,False,True,False,False
2015,13990,27632,125,50.4,1.4,True,False,False,True
2016,16990,35421,30,64.2,2.0,True,False,False,False
2016,16290,38578,145,49.6,1.4,True,False,False,True
2019,22444,4462,150,49.6,1.6,True,False,False,False
2019,21790,5304,145,40.9,2.0,False,True,False,True
2019,21490,3505,145,47.1,1.0,True,False,False,True
2017,49490,30262,145,39.2,4.0,False,True,False,False
2017,18490,10044,145,52.3,1.4,True,False,False,True
2019,56490,4000,145,33.2,3.0,False,False,False,False
2019,19790,3047,145,49.6,1.6,True,False,False,False
2017,20040,23166,145,47.9,1.4,False,True,False,True
2017,18230,17450,145,67.3,2.0,True,False,False,False
2017,17990,30949,30,61.4,2.0,True,False,False,False
2017,11495,34003,0,67.3,1.0,True,False,False,True
2016,14995,30578,0,74.3,2.0,True,False,False,False
2015,16498,28129,125,60.1,2.0,True,False,False,False
2017,15498,51875,20,70.6,2.0,False,True,False,False
2016,16298,33279,30,60.1,1.4,True,False,False,True
2015,18298,31695,160,51.4,2.0,False,True,False,False
2017,17990,12300,145,52.3,1.4,True,False,False,True
2017,15490,21541,145,74.3,2.0,True,False,False,False
2018,21790,10200,145,52.3,1.4,False,True,False,True
2019,21990,5843,145,55.4,2.0,True,False,False,False
2018,23990,23800,145,48.7,1.4,False,True,False,True
2018,20750,21000,145,64.2,2.0,False,True,False,False
2019,26888,1500,145,42.8,2.0,True,False,False,False
2019,26888,1500,145,42.8,2.0,True,False,False,False
2019,26888,1500,145,42.8,2.0,True,False,False,False
2019,20999,5000,145,47.1,1.0,True,False,False,True
2019,46999,5000,145,36.2,2.0,False,True,False,False
2016,18990,30245,165,50.4,2.0,False,True,False,False
2016,13999,28307,20,72.4,1.6,False,True,False,False
2014,14888,60173,205,47.9,2.0,True,False,False,False
2014,11444,30126,20,68.9,2.0,True,False,False,False
2015,17888,42687,150,54.3,3.0,False,True,False,False
2019,43490,8567,150,36.2,3.0,False,True,False,False
2017,13222,16252,30,55.4,1.4,True,False,False,True
2014,9390,36478,125,52.3,1.4,True,False,False,True
2014,16990,25414,150,47.9,2.0,True,False,False,True
2015,14898,45009,20,67.3,2.0,True,False,False,False
2013,12698,41442,125,53.3,1.4,True,False,False,True
2015,22498,75960,235,42.8,3.0,False,True,False,False
2013,11498,61278,145,54.3,2.0,True,False,False,False
2019,27888,1500,145,39.8,2.0,False,False,False,True
2019,26888,1500,145,39.8,2.0,False,False,False,True
2019,31888,4000,145,47.1,2.0,False,False,False,False
2019,24888,5335,145,39.8,2.0,False,False,False,True
2019,54490,10500,145,32.1,3.0,False,False,False,False
2015,20990,24000,200,40.4,2.0,False,True,False,True
2018,44999,7650,145,32.8,3.0,False,False,False,False
2016,13888,16327,30,56.5,1.4,True,False,False,True
2016,16990,42583,150,51.4,2.0,False,True,False,False
2018,20290,18323,150,50.4,1.4,True,False,False,True
2016,30790,14727,160,48.7,3.0,False,True,False,False
2016,18990,50687,145,56.5,2.0,False,True,False,False
2017,19444,14575,145,54.3,1.4,False,True,False,True
2015,15888,22148,200,40.4,2.0,True,False,False,True
2019,19498,13059,145,50.4,1.0,True,False,False,True
2016,15998,18419,125,50.4,1.4,True,False,False,True
2015,16998,38952,125,57.6,2.0,False,True,False,False
2016,19998,26157,125,56.5,3.0,False,True,False,False
2018,43888,21017,145,34.0,3.0,False,True,False,True
2019,30990,1845,145,31.4,2.0,False,True,False,True
2020,19990,4000,145,47.9,1.0,True,False,False,True
2019,19990,1500,145,47.1,1.0,True,False,False,True
2016,19000,23314,240,37.2,2.0,True,False,False,True
2018,25489,18478,145,43.5,2.0,False,True,False,True
2015,15489,37026,145,49.6,1.8,True,False,False,True
2016,16289,22688,145,47.1,1.8,True,False,False,True
2017,22689,28151,160,43.5,2.0,False,True,False,True
2017,35989,37624,145,34.0,3.0,False,True,False,True
2018,23489,9452,145,47.9,1.8,False,True,False,True
2017,19350,41887,145,55.4,2.0,False,True,False,False
2018,44999,16725,145,32.8,3.0,False,False,False,False
2014,12498,44219,30,62.8,2.0,True,False,False,False
2016,20498,46512,260,35.8,3.0,False,True,False,True
2015,11298,43512,30,56.5,1.4,True,False,False,True
2017,21898,23572,145,70.6,2.0,False,True,False,False
2015,17998,25719,160,49.6,2.0,True,False,False,False
2016,19298,32951,30,58.9,2.0,False,True,False,False
2019,19498,10556,145,42.8,1.5,True,False,False,True
2016,19998,29067,30,61.4,2.0,False,True,False,False
2015,10598,26300,0,80.7,1.6,True,False,False,False
2020,21888,3500,145,44.8,1.5,False,True,False,True
2020,22290,402,145,44.8,1.5,False,True,False,True
2013,8498,58867,125,53.3,1.4,True,False,False,True
2016,14998,33303,20,72.4,2.0,True,False,False,False
2016,11200,29819,0,67.3,1.0,True,False,False,True
2015,23998,35520,260,41.5,3.0,False,True,False,False
2014,12995,55292,205,47.9,2.0,True,False,False,False
2017,13888,30266,125,53.3,1.4,True,False,False,True
2018,19990,22465,150,56.5,2.0,True,False,False,False
2017,18444,18541,30,60.1,1.4,True,False,False,True
2017,19888,37125,125,52.3,1.4,False,True,False,True
2018,22444,18258,150,52.3,1.4,False,True,False,True
2017,12444,16438,150,57.6,1.4,True,False,False,True
2015,17498,51962,200,47.9,2.0,True,False,False,False
2015,12798,26811,30,58.9,1.4,True,False,False,True
2017,16498,68996,30,64.2,2.0,True,False,False,False
2016,28498,46843,235,42.2,3.0,False,True,False,False
2016,16498,62668,30,61.4,2.0,True,False,False,False
2016,16650,33000,160,46.3,2.0,True,False,False,True
2016,16490,40601,30,61.4,2.0,True,False,False,False
2017,19190,43000,30,61.4,2.0,False,True,False,False
2017,17250,23694,145,60.1,1.4,True,False,False,True
2017,18990,21130,145,65.7,2.0,True,False,False,False
2019,49990,6000,145,34.5,3.0,False,False,False,False
2019,18888,4000,145,46.3,1.0,False,False,False,True
2019,26999,6500,145,48.7,2.0,False,True,False,False
2019,129000,4000,145,21.4,5.2,False,True,False,True
2020,22888,4000,145,44.8,1.5,False,True,False,True
2020,46450,3500,135,117.7,2.0,False,True,True,False
2017,17490,7898,125,52.3,1.4,True,False,False,True
2020,19490,1500,145,48.7,1.0,True,False,False,True
2017,20490,4653,145,50.4,1.4,True,False,False,True
2017,17990,18365,145,52.3,1.4,True,False,False,True
2015,13995,45300,125,58.9,2.0,False,True,False,False
2017,20495,20250,145,54.3,2.0,True,False,False,False
2017,17990,25335,30,56.5,1.4,False,True,False,True
2017,27990,22631,145,50.4,3.0,False,False,False,False
2014,12040,56601,200,47.9,2.0,False,True,False,False
2013,10440,50124,30,61.4,2.0,True,False,False,False
2014,13798,26782,235,38.7,2.0,True,False,False,True
2015,14298,38430,145,56.5,2.0,True,False,False,False
2017,20698,8642,145,50.4,1.4,True,False,False,True
2019,24998,12482,145,38.2,2.0,False,True,False,True
2019,24998,9880,145,38.2,2.0,False,True,False,True
2017,16998,4734,145,52.3,1.4,True,False,False,True
2016,15998,34581,30,67.3,2.0,True,False,False,False
2018,19798,13798,145,51.4,1.4,True,False,False,True
2017,20998,31232,150,58.9,2.0,False,True,False,False
2017,19498,20110,145,51.4,1.4,True,False,False,True
2015,19698,39056,200,47.9,2.0,True,False,False,False
2015,13998,36964,30,61.4,2.0,True,False,False,False
2013,9298,72011,30,64.2,2.0,True,False,False,False
2017,19798,12623,150,64.2,2.0,False,True,False,False
2017,23790,29668,145,45.6,2.0,False,True,False,True
2015,19995,26540,205,40.4,2.0,False,True,False,True
2014,9995,67054,30,61.4,2.0,True,False,False,False
2013,12495,51000,150,53.3,2.0,False,True,False,False
2016,10495,43000,0,67.3,1.0,True,False,False,True
2015,12998,66088,20,67.3,2.0,True,False,False,False
2015,14180,58223,235,39.8,2.0,True,False,False,True
2015,19230,35361,200,48.7,3.0,False,False,False,False
2016,16050,25276,30,67.3,2.0,True,False,False,False
2017,20690,13000,145,62.8,2.0,False,True,False,False
2017,18990,22467,145,50.4,2.0,False,False,False,True
2019,26490,9461,145,47.9,2.0,False,True,False,False
2019,20890,12930,145,42.2,1.5,False,True,False,True
2019,34750,774,145,39.8,3.0,False,True,False,False
2016,24490,39507,160,50.4,3.0,False,True,False,False
2015,11250,52539,30,55.4,1.4,True,False,False,True
2013,8490,56884,125,52.3,1.4,True,False,False,True
2016,15763,22883,160,46.3,1.8,True,False,False,True
2017,18298,24523,30,67.3,2.0,True,False,False,False
2017,18698,22195,145,49.6,1.4,True,False,False,True
2018,17298,13972,145,52.3,1.4,True,False,False,True
2016,17498,29602,145,52.3,2.0,True,False,False,False
2015,18498,48603,200,47.1,2.0,False,True,False,False
2017,16498,12882,145,52.3,1.4,True,False,False,True
2017,27498,65145,235,42.2,3.0,False,True,False,False
2019,34998,35,145,32.1,2.0,False,True,False,True
2018,16498,19934,145,52.3,1.4,True,False,False,True
2019,23444,5624,145,43.5,1.5,True,False,False,True
2019,32888,4550,145,37.2,2.0,False,False,False,True
2016,16450,44887,20,64.2,2.0,False,True,False,False
2019,35888,1856,145,45.6,2.0,False,True,False,False
2015,17998,30837,160,50.4,2.0,False,True,False,False
2018,21498,32383,145,61.4,2.0,False,True,False,False
2015,19998,32424,200,47.1,2.0,False,True,False,False
2017,17998,21177,145,51.4,1.4,True,False,False,True
2017,13395,38000,145,60.1,1.4,True,False,False,True
2014,11995,26600,20,60.1,1.4,False,False,False,True
2017,20995,9975,145,47.9,2.0,False,True,False,True
2016,10498,68294,0,74.3,1.6,True,False,False,False
2016,14498,29744,30,61.4,2.0,True,False,False,False
2015,14998,41319,20,67.3,2.0,True,False,False,False
2016,19998,29738,30,61.4,2.0,False,True,False,False
2016,10298,67959,0,74.3,1.6,True,False,False,False
2017,18498,17013,145,47.9,1.4,False,True,False,True
2013,9600,58573,125,53.3,1.4,False,True,False,True
2016,14998,54813,30,64.2,2.0,False,True,False,False
2017,19298,14290,145,51.4,1.4,True,False,False,True
2018,18998,20298,145,51.4,1.4,True,False,False,True
2015,18598,38967,125,58.9,2.0,False,True,False,False
2016,11298,39021,30,55.4,1.4,True,False,False,True
2014,14495,57842,30,61.4,2.0,False,True,False,False
2013,12495,45582,200,40.4,2.0,False,False,False,True
2019,17295,16047,145,47.1,1.0,True,False,False,True
2014,12495,44980,145,55.4,2.0,True,False,False,False
2015,12995,41667,145,48.7,1.8,True,False,False,True
2018,27991,24441,145,48.7,3.0,False,True,False,False
2014,12498,68180,30,62.8,2.0,True,False,False,False
2016,13498,30090,125,53.3,1.4,True,False,False,True
2016,19298,17272,125,57.6,2.0,True,False,False,False
2016,18498,53832,30,61.4,2.0,False,True,False,False
2016,13998,47791,0,72.4,2.0,False,True,False,False
2016,20498,30451,200,47.1,3.0,False,True,False,False
2016,23998,14991,160,50.4,2.0,False,True,False,False
2017,17698,32512,30,67.3,2.0,True,False,False,False
2016,13498,47350,20,70.6,2.0,True,False,False,False
2014,10998,53664,30,57.6,1.2,True,False,False,True
2016,8698,37123,20,72.4,1.6,True,False,False,False
2015,15798,41781,125,58.9,2.0,False,True,False,False
2017,16998,34870,145,51.4,1.4,True,False,False,True
2014,19998,40473,235,44.8,3.0,False,True,False,False
2018,21498,16473,145,49.6,1.4,False,True,False,True
2019,21450,3690,145,44.8,1.5,False,False,False,True
2019,19888,6161,145,56.5,2.0,True,False,False,False
2016,30998,52793,200,47.9,3.0,False,True,False,False
2019,35698,15,145,32.1,2.0,False,True,False,True
2017,19998,20239,145,56.5,2.0,False,True,False,False
2019,31698,74,145,33.2,2.0,False,True,False,True
2017,23198,30150,145,62.8,3.0,False,True,False,False
2016,13998,56457,20,67.3,2.0,True,False,False,False
2016,16995,41443,30,67.3,2.0,True,False,False,False
2017,21998,10533,145,49.6,1.4,False,True,False,True
2017,20798,13611,145,50.4,1.4,False,True,False,True
2016,21880,15559,150,56.5,2.0,False,True,False,False
2017,16440,18882,150,55.4,1.0,True,False,False,True
2017,19000,18698,145,49.6,1.4,True,False,False,True
2016,16000,16837,20,60.1,1.4,True,False,False,True
2019,18990,2903,150,51.4,1.0,True,False,False,True
2017,20650,18745,150,52.3,1.4,False,True,False,True
2019,21790,4454,150,40.9,2.0,False,True,False,True
2019,21444,6295,145,40.9,2.0,False,True,False,True
2017,21998,22456,145,61.4,2.0,False,True,False,False
2018,17998,25922,145,50.4,1.4,True,False,False,True
2015,16998,23960,145,52.3,2.0,True,False,False,False
2018,21798,11040,145,49.6,1.4,False,True,False,True
2018,20498,15987,150,50.4,1.4,False,True,False,True
2017,13495,12396,20,60.1,1.0,True,False,False,True
2017,11495,51870,20,62.8,1.4,True,False,False,True
2016,9995,28790,0,67.3,1.0,True,False,False,True
2017,13995,47000,30,65.7,2.0,True,False,False,False
2015,11995,37300,30,65.7,2.0,True,False,False,False
2017,19495,18972,145,56.5,2.0,True,False,False,False
2017,13995,70580,145,70.6,2.0,False,True,False,False
2018,22795,21993,145,62.8,2.0,False,True,False,False
2017,15495,49471,145,65.7,2.0,True,False,False,False
2016,14495,66000,30,67.3,2.0,True,False,False,False
2016,16750,50715,30,65.7,2.0,False,True,False,False
2017,20450,12978,145,49.6,2.0,True,False,False,True
2018,27500,7825,145,50.4,2.0,False,True,False,False
2019,23535,12863,145,41.5,1.5,False,True,False,True
2019,21374,14520,145,41.5,1.5,False,False,False,True
2019,23413,12971,145,41.5,1.5,False,True,False,True
2019,21714,2942,145,47.1,1.0,False,True,False,True
2018,42500,7566,145,34.0,3.0,False,True,False,True
2019,43500,2977,145,33.2,3.0,False,True,False,False
2019,21450,7315,145,55.4,2.0,True,False,False,False
2019,25888,14,145,40.4,2.0,False,True,False,True
2017,16650,14712,30,57.6,1.4,False,True,False,True
2017,15835,25483,30,55.4,1.0,True,False,False,True
2017,19750,9806,30,53.3,2.0,False,True,False,True
2020,19444,4000,145,49.6,1.0,True,False,False,True
2020,25990,1500,145,43.5,1.5,True,False,False,True
2020,25990,1500,145,42.8,2.0,False,True,False,True
2019,30888,9350,145,47.9,2.0,False,False,False,False
2019,26500,3890,145,39.8,2.0,True,False,False,True
2019,43888,8735,145,37.7,3.0,False,True,False,False
2016,15995,22515,125,50.4,1.4,True,False,False,True
2016,15745,57828,30,65.7,2.0,False,True,False,False
2017,16995,21641,145,51.4,1.4,False,False,False,True
2017,13795,18454,145,70.6,1.6,True,False,False,False
2017,12595,36633,20,62.8,1.0,False,True,False,True
2013,13455,39511,145,53.3,2.0,True,False,False,False
2016,14295,35047,30,65.7,2.0,True,False,False,False
2016,13995,58406,145,47.9,1.4,False,True,False,True
2016,17400,21331,145,52.3,2.0,True,False,False,False
2017,17800,14707,125,51.4,1.4,True,False,False,True
2016,11990,27706,30,55.4,1.4,True,False,False,True
2016,13250,30928,20,67.3,2.0,True,False,False,False
2017,20250,41272,145,61.4,2.0,False,True,False,False
2017,53990,30427,145,39.2,4.0,False,True,False,False
2019,19888,3334,145,47.9,1.0,True,False,False,True
2019,24250,2091,145,47.9,1.6,False,True,False,False
2019,25250,2683,145,43.5,1.5,True,False,False,True
2019,28888,2311,145,42.2,1.5,False,True,False,True
2019,28690,1910,145,42.2,1.5,False,True,False,True
2019,19490,2492,145,49.6,1.0,True,False,False,True
2016,9895,75189,0,80.7,1.6,True,False,False,False
2016,15595,52804,30,60.1,2.0,True,False,False,False
2016,11495,55545,20,70.6,1.6,True,False,False,False
2017,11995,68643,0,74.3,1.6,True,False,False,False
2016,17995,58836,30,61.4,2.0,False,True,False,False
2015,9595,71335,0,74.3,1.6,True,False,False,False
2016,15495,57173,20,64.2,2.0,False,True,False,False
2017,17695,46862,145,55.4,2.0,False,True,False,False
2016,10395,53440,0,80.7,1.6,True,False,False,False
2016,10495,45954,0,80.7,1.6,True,False,False,False
2017,19445,25234,145,55.4,2.0,False,True,False,False
2016,15845,22270,125,50.4,1.4,True,False,False,True
2016,22995,19273,200,47.1,2.0,False,True,False,False
2018,24495,40929,145,58.9,3.0,False,False,False,False
2018,19895,13144,145,54.3,1.4,False,False,False,True
2017,17995,18998,145,51.4,1.4,True,False,False,True
2015,28985,15016,300,34.9,2.5,False,False,False,True
2020,23995,1560,145,55.4,2.0,True,False,False,False
2016,16995,36273,30,61.4,2.0,False,True,False,False
2018,20995,27304,145,64.2,2.0,False,False,False,False
2019,77888,3011,145,32.8,3.0,False,False,False,False
2019,19250,804,145,47.1,1.0,True,False,False,True
2019,36444,5429,145,38.2,2.0,False,True,False,False
2018,18995,5864,145,47.1,1.0,True,False,False,True
2017,13695,26413,20,60.1,1.0,True,False,False,True
2020,37999,2234,145,34.0,2.0,False,False,False,True
2019,29250,10055,145,47.9,2.0,False,False,False,False
2016,15990,35624,30,64.2,1.6,True,False,False,False
2015,22995,65866,325,30.7,4.0,False,True,False,True
2018,25495,10018,145,42.8,2.0,False,True,False,True
2015,16990,23026,200,42.2,2.0,False,True,False,True
2014,12995,83468,150,53.3,2.0,False,True,False,False
2016,12995,30123,30,56.5,1.4,True,False,False,True
2016,12790,38341,125,52.3,1.4,True,False,False,True
2017,14995,41000,0,72.4,2.0,False,True,False,False
2017,15250,42755,30,64.2,1.6,True,False,False,False
2020,22990,1192,145,44.8,1.5,False,True,False,True
2019,24448,3371,145,43.5,1.5,True,False,False,True
2019,20344,2853,145,47.9,1.0,True,False,False,True
2020,53990,5480,145,34.5,3.0,False,True,False,False
2019,19888,3927,145,47.9,1.0,True,False,False,True
2019,22890,3479,145,44.8,1.5,True,False,False,True
2015,51995,11484,325,29.4,4.0,False,True,False,True
2017,11795,27444,0,76.3,1.6,True,False,False,False
2018,22650,16249,145,50.4,2.0,False,True,False,True
2017,13250,10417,0,67.3,1.0,True,False,False,True
2017,21250,14935,145,52.3,1.4,False,True,False,True
2019,22000,9057,145,53.3,1.6,False,False,False,False
2019,30500,4250,145,44.8,2.0,False,False,False,False
2019,28888,2774,145,41.5,1.5,True,False,False,True
2019,32000,3076,145,44.1,2.0,False,True,False,False
2013,47995,19834,570,19.6,4.2,True,False,False,True
2015,9695,59200,0,74.3,1.6,True,False,False,False
2016,22495,25721,200,47.1,2.0,False,True,False,False
2018,28995,9087,145,43.5,2.0,False,True,False,True
2016,17495,31000,20,64.2,2.0,False,True,False,False
2016,22495,25721,200,47.1,2.0,False,True,False,False
2018,28995,9087,145,43.5,2.0,False,True,False,True
2015,13495,35921,30,65.7,2.0,True,False,False,False
2015,15750,59886,160,44.1,1.8,False,False,False,True
2017,22450,16471,30,53.3,2.0,False,True,False,True
2017,19750,20184,30,64.2,2.0,True,False,False,False
2015,23450,53646,235,42.8,3.0,False,True,False,False
2017,15750,22077,145,52.3,1.4,True,False,False,True
2017,19450,17000,145,50.4,1.4,True,False,False,True
2017,23490,20891,125,60.1,3.0,False,True,False,False
2015,16450,43000,205,42.8,2.0,False,True,False,True
2014,11495,75848,165,49.6,2.0,True,False,False,False
2017,21995,21883,145,61.4,2.0,False,True,False,False
2018,22495,25374,145,48.7,1.4,False,True,False,True
2015,14995,77352,30,64.2,2.0,False,True,False,False
2018,18995,12350,145,54.3,1.5,True,False,False,True
2016,22995,14847,260,35.8,3.0,False,False,False,True
2015,16995,32235,30,64.2,2.0,False,True,False,False
2013,17995,82890,300,38.2,3.0,False,True,False,False
2013,9995,48000,125,53.3,1.4,True,False,False,True
2016,12995,21662,30,56.5,1.4,True,False,False,True
2014,17790,48399,200,47.1,3.0,False,False,False,False
2016,11790,29813,0,74.3,1.6,True,False,False,False
2017,13490,91212,30,64.2,2.0,True,False,False,False
2013,11450,61400,125,50.4,1.8,False,False,False,True
2016,15990,30625,30,67.3,2.0,True,False,False,False
2015,11390,48194,20,70.6,1.6,False,True,False,False
2017,19990,18887,125,52.3,1.4,False,True,False,True
2017,23990,16236,145,61.4,3.0,False,True,False,False
2015,9990,61443,20,70.6,1.6,True,False,False,False
2017,19990,51243,30,62.8,2.0,False,True,False,False
2019,18595,4686,145,47.1,1.0,True,False,False,True
2018,13495,1643,145,64.2,1.0,False,True,False,True
2017,11895,28334,150,62.8,1.0,True,False,False,True
2017,17995,15916,150,47.9,1.4,False,True,False,True
2015,16350,65285,20,67.3,2.0,True,False,False,False
2017,15250,59000,30,67.3,2.0,True,False,False,False
2015,12690,57729,30,61.4,2.0,True,False,False,False
2014,8290,68037,125,53.3,1.4,True,False,False,True
2014,22490,46186,265,41.5,3.0,False,True,False,False
2016,9995,49379,20,70.6,1.6,True,False,False,False
2015,13495,1800,30,65.7,2.0,True,False,False,False
2013,10750,39000,150,49.6,1.8,True,False,False,True
2016,19750,48269,200,47.1,2.0,False,True,False,False
2014,8600,73722,30,57.6,1.2,True,False,False,True
2016,12000,83984,20,70.6,2.0,False,True,False,False
2015,9500,74901,30,55.4,1.4,True,False,False,True
2016,14295,33319,0,72.4,2.0,False,True,False,False
2019,45991,28,145,33.2,3.0,False,True,False,False
2019,26990,8900,145,50.4,2.0,False,True,False,False
2019,49990,37,145,33.2,3.0,False,True,False,False
2016,11695,58398,20,72.4,1.6,False,True,False,False
