year,price,mileage,tax,mpg,engineSize,trns_Manual,trns_Semi-Auto,fuel_Hybrid,fuel_Petrol
2015,15975,55000,160,49.6,2.0,True,False,False,False
2015,14250,63000,125,60.1,2.0,True,False,False,False
2017,14975,34900,30,58.9,1.4,True,False,False,True
2015,12700,55583,20,68.9,2.0,True,False,False,False
2018,15899,10749,145,55.4,1.4,True,False,False,True
2015,10999,89330,30,61.4,2.0,True,False,False,False
2016,17975,50000,30,61.4,2.0,False,True,False,False
2015,10475,69000,145,55.4,2.0,True,False,False,False
2014,19995,27400,265,35.8,2.0,True,False,False,True
2015,13995,40000,125,61.4,2.0,False,False,False,False
2016,11995,12000,0,67.3,1.0,True,False,False,True
2015,11695,41000,30,57.6,1.4,False,False,False,True
2016,13995,31558,20,60.1,1.4,True,False,False,True
2016,11499,21596,0,67.3,1.0,True,False,False,True
2016,15499,52521,145,54.3,2.0,False,False,False,False
2015,10995,65000,150,55.4,2.0,True,False,False,False
2013,6475,75000,20,68.9,1.6,True,False,False,False
2014,12475,55000,30,61.4,2.0,True,False,False,False
2012,8975,70000,125,60.1,2.0,True,False,False,False
2012,7975,75000,145,53.3,2.0,True,False,False,False
2014,25975,60000,555,26.4,4.2,True,False,False,True
2010,6475,50000,145,48.7,1.4,True,False,False,True
2012,9475,60000,125,57.6,2.0,True,False,False,False
2015,9199,52319,0,80.7,1.6,True,False,False,False
2013,17499,69638,300,39.2,3.0,False,False,False,False
2012,12999,54373,200,47.9,3.0,False,False,False,False
2016,14999,18251,30,70.6,1.4,False,False,False,True
2015,19999,18256,260,33.2,3.0,False,False,False,True
2017,16299,38392,145,65.7,2.0,True,False,False,False
2018,19699,9694,145,50.4,1.4,True,False,False,True
2015,13500,49597,125,60.1,2.0,True,False,False,False
2015,13500,18560,20,67.3,2.0,True,False,False,False
2016,14799,39989,0,74.3,2.0,True,False,False,False
2015,10799,42761,0,83.1,1.6,True,False,False,False
2016,12499,58204,0,72.4,2.0,True,False,False,False
2015,9999,50325,0,74.3,1.6,True,False,False,False
2016,15853,55258,30,61.4,2.0,True,False,False,False
2017,17480,51527,145,65.7,2.0,False,False,False,False
1998,4999,55000,265,30.4,1.8,False,False,False,True
2011,7450,38264,30,64.2,2.0,True,False,False,False
2012,6450,73994,30,65.7,1.6,True,False,False,False
2011,6295,107000,125,53.3,1.4,True,False,False,True
2011,6995,65000,125,53.3,1.4,True,False,False,True
2016,14799,51091,20,65.7,2.0,True,False,False,False
2015,10999,30690,0,83.1,1.6,True,False,False,False
2014,8400,41083,0,74.3,1.6,True,False,False,False
2015,8999,83764,20,68.9,2.0,True,False,False,False
2014,21999,44985,300,38.2,3.0,False,False,False,False
2017,19299,38771,145,67.3,2.0,False,False,False,False
2015,19499,48634,200,47.1,2.0,False,False,False,False
2016,10299,34291,0,76.3,1.6,True,False,False,False
2016,16499,16917,145,47.1,1.8,True,False,False,True
2016,14999,53085,145,53.3,2.0,False,False,False,False
2016,14899,49093,30,64.2,2.0,False,False,False,False
2014,16800,42709,200,47.9,3.0,False,False,False,False
2017,19500,22130,145,47.9,1.4,False,False,False,True
2013,17495,35000,300,34.9,3.0,False,False,False,True
2017,21100,40860,200,47.1,2.0,False,False,False,False
2015,13495,21508,125,58.9,2.0,False,False,False,False
2011,5995,90000,30,61.4,2.0,True,False,False,False
2003,6490,43000,325,28.8,3.2,False,False,False,True
2015,11999,25936,0,80.7,1.6,True,False,False,False
2015,10999,55443,30,56.5,1.4,True,False,False,True
2016,14599,14380,0,74.3,2.0,True,False,False,False
2015,9699,82932,20,68.9,2.0,True,False,False,False
2017,13999,18713,145,60.1,1.0,True,False,False,True
2017,25999,21349,200,39.8,2.0,True,False,False,True
2016,10799,36851,0,83.1,1.6,True,False,False,False
2017,13199,14087,30,55.4,1.4,True,False,False,True
2015,8499,87549,20,70.6,1.6,True,False,False,False
2016,12499,31182,125,53.3,1.4,True,False,False,True
2016,10999,52865,0,76.3,1.6,False,False,False,False
2008,2490,323000,200,44.1,2.0,True,False,False,False
2016,13999,44273,30,65.7,2.0,True,False,False,False
2015,11199,86281,125,56.5,2.0,False,False,False,False
2013,10499,65356,20,72.4,1.6,False,False,False,False
2018,14650,8507,145,49.6,1.6,True,False,False,False
2015,14959,32623,30,58.9,1.4,False,False,False,True
2015,16500,4983,160,43.5,1.8,False,False,False,True
2007,5995,101000,555,20.3,4.2,True,False,False,True
2017,11995,34000,20,70.6,1.6,True,False,False,False
2017,12495,16000,30,55.4,1.4,True,False,False,True
2015,12399,56960,30,61.4,2.0,True,False,False,False
2016,14999,30167,30,65.7,2.0,True,False,False,False
2016,11259,84523,20,67.3,2.0,True,False,False,False
2015,9989,55122,0,83.1,1.6,True,False,False,False
2016,19799,23449,145,56.5,2.0,False,False,False,False
2017,16995,25728,145,65.7,2.0,True,False,False,False
2016,10999,31583,0,76.3,1.6,True,False,False,False
2016,11749,82028,30,55.4,2.0,False,False,False,True
2015,11559,34214,20,67.3,2.0,True,False,False,False
2016,10699,16569,0,67.3,1.0,True,False,False,True
2016,9999,31282,0,67.3,1.0,True,False,False,True
2009,5995,83967,300,36.2,2.0,True,False,False,True
2016,14295,63180,125,57.6,2.0,False,False,False,False
2017,16995,33105,145,47.1,1.8,True,False,False,True
2015,8199,77288,0,74.3,1.6,True,False,False,False
2016,11999,36714,0,74.3,1.6,False,False,False,False
2016,13499,54327,20,70.6,2.0,True,False,False,False
2016,13999,17363,20,60.1,1.4,True,False,False,True
2017,15999,46424,30,64.2,2.0,True,False,False,False
2016,17299,47614,200,48.7,2.0,False,False,False,False
2008,3995,130000,200,44.8,2.0,False,False,False,False
2017,21000,25000,145,47.9,1.4,False,False,False,True
2014,10959,25088,125,53.3,1.4,True,False,False,True
2017,13995,24655,145,68.9,1.6,True,False,False,False
2016,11599,34980,0,76.3,1.6,True,False,False,False
2012,9199,81088,145,56.5,2.0,True,False,False,False
2014,19499,47317,145,54.3,3.0,False,False,False,False
2013,8299,51535,20,68.9,1.6,True,False,False,False
2013,8599,47337,0,74.3,1.6,True,False,False,False
2016,11419,36699,30,57.6,1.2,True,False,False,True
2017,10999,56244,20,61.4,1.4,True,False,False,True
2016,15995,22000,30,61.4,2.0,True,False,False,False
2007,3995,136000,240,40.4,2.0,False,False,False,False
2015,17995,30000,200,39.8,3.0,False,False,False,False
2011,9495,55000,200,39.8,1.8,True,False,False,True
2012,16995,91229,300,39.2,3.0,False,False,False,False
2015,54945,23924,570,22.8,4.2,False,False,False,True
2016,19465,69807,125,58.9,2.0,False,False,False,False
2018,27995,24500,150,43.5,2.0,False,False,False,True
2015,27995,48798,305,34.9,2.5,False,False,False,True
2014,7499,81000,0,74.3,1.6,True,False,False,False
2016,20499,36358,200,47.1,2.0,False,False,False,False
2015,12995,12119,30,67.3,2.0,True,False,False,False
2013,15999,52243,200,47.1,2.0,False,False,False,False
2013,11999,81459,145,55.4,2.0,False,False,False,False
2010,9395,113000,135,53.3,2.0,True,False,False,False
2008,6450,98000,160,50.4,2.0,True,False,False,False
2006,7995,74000,570,22.8,4.2,False,False,False,True
2009,7995,93000,325,30.7,3.2,False,False,False,True
2012,12495,93000,200,47.9,3.0,False,False,False,False
2007,2995,128000,200,48.7,2.0,True,False,False,False
2010,7495,120000,165,49.6,2.0,True,False,False,False
2015,10000,97370,30,57.6,1.4,True,False,False,True
2014,14000,56220,30,64.2,2.0,False,False,False,False
2017,14795,65290,150,62.8,2.0,True,False,False,False
2015,10795,78120,30,61.4,2.0,True,False,False,False
2016,10799,41165,0,83.1,1.6,True,False,False,False
2016,12599,33622,20,60.1,1.4,True,False,False,True
2017,13399,35769,30,55.4,1.4,True,False,False,True
2016,29499,43380,200,47.9,3.0,False,False,False,False
2016,14799,51075,30,62.8,2.0,True,False,False,False
2012,11999,75920,235,44.1,3.0,False,False,False,False
2014,5500,87000,0,74.3,1.6,True,False,False,False
2004,2895,129000,325,30.8,1.8,True,False,False,True
2008,3995,123000,160,51.3,2.0,True,False,False,False
2005,2495,122000,150,53.3,0.0,True,False,False,False
2011,6895,103000,165,50.4,2.0,True,False,False,False
2013,11399,50500,30,58.9,1.4,True,False,False,True
2017,20499,29095,145,55.4,2.0,False,False,False,False
2015,9899,57021,0,83.1,1.6,True,False,False,False
2011,13999,59986,300,33.2,2.0,False,False,False,True
2016,19299,20183,145,52.3,2.0,True,False,False,False
2017,13195,37399,20,74.3,1.6,False,False,False,False
2014,7869,72591,0,74.3,1.6,True,False,False,False
2017,21000,23000,125,52.3,1.4,False,False,False,True
2020,70950,5000,145,30.1,4.0,False,False,False,False
2018,14500,20000,150,67.3,1.0,True,False,False,True
2016,15699,45100,30,67.3,2.0,True,False,False,False
2017,13399,16850,0,74.3,1.6,True,False,False,False
2017,20990,27868,145,47.9,1.4,False,False,False,True
2017,19450,27409,125,52.3,2.0,False,False,False,True
2018,15890,17406,145,56.5,1.4,False,False,False,True
2015,13950,58261,20,67.3,2.0,True,False,False,False
2005,5895,62000,330,22.4,4.2,False,False,False,True
2017,15490,8000,20,60.1,1.0,False,False,False,True
2015,9999,69599,30,64.2,2.0,True,False,False,False
2013,10299,69550,125,57.6,2.0,True,False,False,False
2014,16499,20255,235,38.7,2.0,True,False,False,True
2016,13500,29211,0,76.3,1.6,False,False,False,False
2019,27000,8472,150,50.4,2.0,False,False,False,False
2020,47000,6760,145,39.2,3.0,False,False,False,False
2019,45800,10035,145,32.8,3.0,False,False,False,False
2017,59900,17283,150,29.4,4.0,False,False,False,True
2019,47200,2355,150,32.8,3.0,False,False,False,False
2019,24000,14391,150,44.1,1.5,False,False,False,True
2019,26000,10254,150,49.6,2.0,False,False,False,False
2019,25000,3306,150,55.4,2.0,False,False,False,False
2017,22500,22650,150,57.6,2.0,False,False,False,False
2016,12499,17392,30,55.4,1.4,True,False,False,True
2014,10799,79427,20,72.4,1.6,False,False,False,False
2013,11399,27267,30,54.3,1.4,True,False,False,True
2013,9999,34801,20,60.1,1.4,True,False,False,True
2015,8689,86108,20,68.9,2.0,True,False,False,False
2016,12999,22085,30,55.4,1.4,True,False,False,True
2016,13899,40568,20,70.6,2.0,False,False,False,False
2013,13999,50111,200,47.1,2.0,False,False,False,False
2015,13949,39200,20,68.9,2.0,True,False,False,False
2016,14099,65106,20,70.6,2.0,True,False,False,False
2015,10500,116840,125,57.6,2.0,True,False,False,False
2014,11500,72890,145,54.3,2.0,True,False,False,False
2016,11295,92950,145,53.3,2.0,True,False,False,False
2016,11695,88140,20,67.3,2.0,True,False,False,False
2019,20500,6652,145,49.6,1.6,True,False,False,False
2012,14900,30100,165,45.6,2.0,False,False,False,True
2019,23000,4846,150,44.8,1.5,False,False,False,True
2015,14495,87660,160,50.4,2.0,False,False,False,False
2015,10500,44458,0,74.3,1.6,True,False,False,False
2016,13299,67392,20,68.9,1.6,False,False,False,False
2014,11679,75269,20,68.9,2.0,True,False,False,False
2016,11869,22368,0,67.3,1.0,True,False,False,True
2015,10299,49441,0,83.1,1.6,True,False,False,False
2015,9599,31586,0,74.3,1.6,True,False,False,False
2016,30000,43009,235,42.2,3.0,False,False,False,False
2016,29300,39671,235,42.2,3.0,False,False,False,False
2016,16000,57407,125,57.6,2.0,False,False,False,False
2019,24500,6379,150,40.9,1.5,False,False,False,True
2016,13295,44660,0,72.4,2.0,False,False,False,False
2013,6500,126580,30,62.8,2.0,True,False,False,False
2016,8500,64910,0,76.3,1.6,True,False,False,False
2016,12795,120470,30,61.4,2.0,False,False,False,False
2015,7500,128080,145,56.5,2.0,False,False,False,False
2015,10795,94690,125,58.9,2.0,True,False,False,False
2017,21250,16250,145,57.7,2.0,False,False,False,False
2019,22490,3200,145,42.2,1.5,True,False,False,True
2019,33000,7500,145,38.2,2.0,False,False,False,False
2018,24500,17540,145,44.8,2.0,False,False,False,True
2016,14495,43201,20,67.3,2.0,True,False,False,False
2019,33000,9843,145,38.2,2.0,False,False,False,False
2019,32250,13683,145,38.2,2.0,False,False,False,False
2016,19000,19821,165,49.6,2.0,True,False,False,False
2016,16850,37303,30,67.3,2.0,True,False,False,False
2019,23000,5096,145,51.4,1.6,True,False,False,False
2019,28000,85,150,40.9,2.0,True,False,False,False
2019,29000,14430,150,31.7,2.0,False,False,False,True
2019,28900,16363,150,31.7,2.0,False,False,False,True
2019,27500,7626,150,47.1,2.0,False,False,False,False
2020,28000,1000,145,40.9,1.5,True,False,False,True
2011,10995,44000,160,49.6,2.0,True,False,False,False
2019,28000,4887,145,47.9,2.0,False,False,False,False
2019,31495,8450,145,44.8,2.0,False,False,False,False
2019,24500,10881,145,40.9,1.5,True,False,False,True
2019,21000,12800,145,52.3,1.6,True,False,False,False
2017,18000,45478,150,50.4,1.4,True,False,False,True
2019,43000,4650,145,40.9,3.0,False,False,False,False
2019,30000,10021,145,39.2,2.0,False,False,False,False
2010,8995,69000,260,36.2,2.0,False,False,False,True
2006,3895,93000,240,43.4,2.0,True,False,False,False
2017,8600,12000,150,67.3,1.0,True,False,False,True
2017,17490,24000,145,47.9,1.4,False,False,False,True
2018,20850,4000,150,54.3,1.4,False,False,False,True
2020,34000,1000,145,31.4,2.0,False,False,False,True
2018,42000,13121,145,32.5,2.9,False,False,False,True
2018,38000,12219,145,47.9,3.0,False,False,False,False
2017,17000,13272,145,64.2,1.6,True,False,False,False
2016,14500,37290,0,72.4,2.0,False,False,False,False
2017,17500,20103,145,70.6,2.0,False,False,False,False
2017,18500,38266,145,49.6,2.0,True,False,False,True
2016,18000,18668,125,49.6,2.0,True,False,False,True
2016,16750,36617,165,50.4,2.0,False,False,False,False
2019,43000,8824,150,33.2,3.0,False,False,False,False
2015,19750,23787,205,40.4,2.0,False,False,False,True
2016,13000,72800,0,176.6,1.4,False,False,True,False
2015,7895,83390,0,80.7,1.6,True,False,False,False
2017,16295,85780,200,47.9,2.0,False,False,False,False
2015,8500,89060,30,67.3,2.0,True,False,False,False
2015,16000,68250,200,44.8,3.0,False,False,False,False
2015,7000,112380,0,74.3,1.6,True,False,False,False
2016,13295,86910,30,67.3,2.0,False,False,False,False
2016,11000,107150,30,61.4,2.0,True,False,False,False
2016,11195,83490,20,70.6,2.0,True,False,False,False
2009,5295,63899,200,40.9,1.6,True,False,False,True
2016,16950,26000,125,61.4,2.0,False,False,False,False
2017,20750,25000,205,42.8,2.0,False,False,False,True
2018,25000,19000,145,61.4,2.0,False,False,False,False
2017,19995,22000,145,61.4,2.0,False,False,False,False
2018,40000,30600,150,33.2,3.0,False,False,False,False
2016,30500,41348,205,47.9,3.0,False,False,False,False
2017,16500,36102,145,49.6,1.4,True,False,False,True
2019,26500,12190,150,38.2,1.5,False,False,False,True
2018,29000,22710,150,40.4,2.0,False,False,False,True
2015,16950,34000,160,44.1,2.0,False,False,False,True
2015,21950,43000,160,50.4,3.0,False,False,False,False
2016,14699,43124,20,72.4,2.0,True,False,False,False
2015,14599,81707,30,64.2,2.0,False,False,False,False
2017,14999,11973,145,70.6,2.0,True,False,False,False
2018,26500,17000,145,44.1,2.0,False,False,False,True
2017,23000,24724,145,56.5,2.0,False,False,False,False
2012,7695,113500,145,54.3,2.0,True,False,False,False
2015,16975,22929,200,42.8,2.0,False,False,False,True
2018,16795,24021,145,52.3,1.4,True,False,False,True
2016,13995,18833,20,62.8,1.0,False,False,False,True
2011,11495,93820,325,30.1,3.0,False,False,False,True
2011,9995,38000,200,43.5,1.8,True,False,False,True
2015,11490,22000,30,55.4,1.4,True,False,False,True
2017,14490,13000,145,55.4,1.4,True,False,False,True
2008,3450,92500,150,53.3,1.9,True,False,False,False
2018,28000,15441,150,50.4,2.0,False,False,False,False
2016,17850,33808,125,57.6,2.0,False,False,False,False
2019,24000,5775,150,40.9,1.5,False,False,False,True
2015,18500,34545,200,48.7,2.0,False,False,False,False
2016,18099,89165,200,47.9,2.0,False,False,False,False
2013,8499,53566,20,67.3,2.0,True,False,False,False
2015,13199,30981,20,64.2,2.0,True,False,False,False
2016,12199,82023,20,70.6,1.6,True,False,False,False
2017,13999,12290,30,55.4,1.4,True,False,False,True
2017,15999,47990,145,67.3,2.0,False,False,False,False
2007,7850,50750,555,27.4,3.2,True,False,False,True
2009,8995,95000,290,37.6,3.0,False,False,False,False
2016,13495,33800,30,57.6,1.4,False,False,False,True
2017,11490,34000,30,55.4,1.4,True,False,False,True
2017,27000,30549,150,40.4,2.0,False,False,False,True
2017,27000,27403,150,40.4,2.0,False,False,False,True
2018,29750,29169,150,40.4,2.0,False,False,False,True
2018,31000,16780,150,40.4,2.0,False,False,False,True
2018,29000,20527,150,40.4,2.0,False,False,False,True
2019,26250,4694,145,47.1,2.0,False,False,False,False
2018,21000,25521,145,53.3,2.0,False,False,False,False
2015,23000,32497,205,39.8,2.0,False,False,False,True
2019,36000,10189,150,38.2,2.0,False,False,False,False
2019,32500,411,150,34.9,2.0,False,False,False,True
2019,26000,4396,150,44.8,2.0,False,False,False,False
2018,65000,9923,150,37.2,4.0,False,False,False,False
2016,16000,42500,30,64.2,1.6,True,False,False,False
2019,30000,5746,150,31.7,2.0,False,False,False,True
2019,28000,4398,150,40.9,2.0,False,False,False,False
2019,30000,289,150,34.9,2.0,False,False,False,True
2019,34890,3704,150,38.2,2.0,False,False,False,False
2019,45000,6269,145,38.7,3.0,False,False,False,False
2019,44490,12009,145,38.7,3.0,False,False,False,False
2016,14480,18382,30,56.5,1.4,True,False,False,True
2016,74500,28888,570,24.1,5.2,False,False,False,True
2016,14750,46750,145,49.6,1.4,True,False,False,True
2019,32500,175,150,38.2,2.0,False,False,False,False
2017,31000,46463,205,47.9,3.0,False,False,False,False
2018,50000,11000,150,33.6,3.0,False,False,False,False
2016,15000,31670,0,72.4,2.0,False,False,False,False
2019,35390,4537,150,38.2,2.0,False,False,False,False
2016,15390,25580,20,68.9,1.6,True,False,False,False
2017,19790,26821,145,52.3,1.4,False,False,False,True
2019,19790,3555,145,49.6,1.6,True,False,False,False
2019,25690,5195,145,48.7,2.0,False,False,False,False
2017,15495,49245,20,65.7,2.0,True,False,False,False
2018,19295,33632,145,50.4,1.4,False,False,False,True
2019,57895,1255,145,32.5,3.0,False,False,False,False
2017,18495,8695,30,58.9,1.4,True,False,False,True
2018,20000,13433,145,48.7,1.4,True,False,False,True
2016,19495,15815,145,51.4,2.0,False,False,False,False
2019,53000,12336,145,32.1,3.0,False,False,False,False
2013,7900,67409,0,74.3,1.6,True,False,False,False
2017,11950,29190,0,67.3,1.0,True,False,False,True
2017,12250,26517,0,76.3,1.6,True,False,False,False
2012,7500,94366,30,64.2,2.0,True,False,False,False
2019,21115,18803,145,41.5,1.5,False,False,False,True
2018,52495,24439,145,39.2,4.0,False,False,False,False
2020,28000,8000,145,41.5,1.5,False,False,False,True
2017,21000,20073,150,61.4,2.0,False,False,False,False
2020,69890,3350,150,29.1,2.9,False,False,False,True
2015,18490,62890,125,61.4,2.0,False,False,False,False
2019,44490,13602,150,32.8,3.0,False,False,False,False
2014,17800,41478,200,47.1,2.0,False,False,False,False
2017,12450,19952,0,67.3,1.0,True,False,False,True
2015,19000,46965,205,40.9,2.0,False,True,False,True
2016,15650,35437,20,67.3,2.0,True,False,False,False
2016,30000,50536,205,47.9,3.0,False,False,False,False
2014,14000,47600,145,56.5,2.0,False,False,False,False
2005,4990,87990,325,36.7,3.0,True,False,False,False
2002,1990,131925,325,30.1,1.8,True,False,False,True
2003,4990,106000,325,39.8,1.8,True,False,False,True
2020,25790,3222,145,44.1,1.5,False,False,False,True
2008,5490,89000,330,33.3,3.0,False,False,False,False
2008,3990,148000,305,35.8,3.0,True,False,False,False
2011,4690,106122,30,64.2,2.0,True,False,False,False
2020,26890,1555,145,38.7,2.0,False,False,False,True
2019,19690,2555,145,49.6,1.6,True,False,False,False
2019,27190,1555,145,42.8,2.0,True,False,False,False
2019,22790,2555,145,44.1,1.0,False,False,False,True
2019,27190,3555,145,42.8,2.0,True,False,False,False
2019,20790,4555,145,52.3,1.6,True,False,False,False
2017,17000,41509,145,49.6,1.4,True,False,False,True
2019,25495,4995,145,39.8,1.5,True,False,False,True
2019,43895,12332,145,32.8,3.0,False,False,False,False
2019,39490,5000,150,31.0,2.0,False,False,False,True
2017,19000,21159,30,56.5,1.4,True,False,False,True
2007,7850,63000,555,27.2,3.2,True,False,False,True
2009,9350,44000,145,53.3,2.0,True,False,False,False
2017,38995,17552,145,34.0,2.5,False,True,False,True
2015,25990,42000,235,42.8,3.0,False,False,False,False
2018,35990,10000,145,34.0,3.0,False,False,False,True
2017,16490,20000,125,52.3,1.4,True,False,False,True
2013,8990,83000,30,62.8,2.0,True,False,False,False
2013,12490,64000,200,47.9,2.0,False,True,False,False
2019,22000,11547,150,42.2,1.5,False,False,False,True
2016,26000,19494,205,40.9,2.0,False,False,False,True
2015,12500,30500,0,80.7,1.6,True,False,False,False
2015,18000,78077,150,54.3,3.0,False,False,False,False
2018,48000,32093,150,39.2,4.0,False,False,False,False
2016,32500,32486,205,47.9,3.0,False,False,False,False
2019,25000,6185,145,40.9,1.5,True,False,False,True
2020,34500,5362,145,38.2,2.0,False,False,False,False
2017,14000,20871,150,56.5,1.4,True,False,False,True
2018,19900,30986,150,64.2,2.0,False,False,False,False
2018,19450,13000,145,62.8,2.0,True,False,False,False
2017,43950,40000,300,39.2,4.0,False,False,False,False
2016,44950,29000,325,29.4,4.0,False,False,False,True
2018,35950,37000,145,34.0,3.0,False,False,False,True
2015,19950,79000,235,42.8,3.0,False,False,False,False
2018,42950,23000,145,32.8,3.0,False,False,False,False
2017,36950,27000,150,34.0,3.0,False,False,False,True
2006,8750,98000,570,21.1,5.2,False,False,False,True
2018,32995,4000,145,40.4,2.0,False,True,False,True
2012,10295,66000,30,60.1,2.0,True,False,False,False
2017,14695,3000,20,64.2,1.0,False,False,False,True
2013,8480,72900,30,64.2,2.0,True,False,False,False
2012,7650,19200,30,55.4,1.2,True,False,False,True
2018,13995,32000,150,57.7,1.4,False,True,False,True
2010,5750,90000,235,39.8,2.0,False,False,False,True
2003,2490,100000,30,65.7,1.4,True,False,False,False
2016,21995,37000,200,47.1,2.0,False,True,False,False
2014,10995,36000,125,52.3,1.4,True,False,False,True
2016,20000,40905,205,47.1,2.0,False,True,False,False
2012,7500,63565,0,74.3,1.6,True,False,False,False
2017,13800,27525,145,72.4,1.6,True,False,False,False
2012,12440,45000,200,47.9,2.0,False,False,False,False
2019,27400,8000,150,47.1,2.0,False,False,False,False
2013,9880,79000,125,50.4,1.8,False,False,False,True
2006,3880,87000,305,36.7,2.0,True,False,False,True
2015,17995,65789,200,39.8,2.0,True,False,False,True
2015,14995,23698,30,57.6,1.4,False,True,False,True
2014,10795,27427,20,68.9,2.0,True,False,False,False
2006,17999,66000,535,20.3,4.2,True,False,False,True
2010,6890,89000,150,48.7,2.0,True,False,False,False
2015,27790,27000,300,34.9,2.5,False,False,False,True
2016,16999,69000,125,57.6,2.0,False,True,False,False
2010,6999,75000,160,49.6,2.0,True,False,False,False
2015,9999,105200,20,70.6,1.6,False,True,False,False
2016,17999,35000,125,58.9,2.0,True,False,False,False
2013,7999,79000,30,57.6,1.2,True,False,False,True
2005,2990,95000,300,34.9,2.0,True,False,False,True
2008,3490,82000,235,38.7,1.8,True,False,False,True
2008,4590,93000,160,43.5,1.4,True,False,False,True
2015,9990,97000,200,40.9,2.0,False,False,False,True
2007,3990,70000,300,39.8,2.7,False,False,False,False
2006,3888,80000,300,33.6,2.0,True,False,False,True
2015,11240,89000,0,176.6,1.4,False,False,True,False
2012,8990,94000,200,40.4,2.0,False,False,False,True
2014,33490,56000,555,28.8,4.0,False,False,False,True
2013,14990,41000,200,47.9,2.0,True,False,False,False
2011,9940,35000,150,51.4,2.0,True,False,False,False
2013,12880,43000,150,49.6,3.0,False,False,False,False
2010,5990,95000,200,43.5,2.0,True,False,False,True
2011,6490,100000,145,53.3,2.0,True,False,False,False
2017,25000,19000,145,45.6,2.0,False,False,False,True
2015,17800,20106,150,52.3,2.0,True,False,False,False
2010,6240,46000,135,55.4,2.0,True,False,False,False
2011,9440,56000,220,42.8,3.0,False,False,False,False
2013,12880,29000,195,42.2,2.0,True,False,False,True
2009,4240,124000,145,53.3,2.0,True,False,False,False
2016,20950,42000,160,43.5,2.0,False,True,False,True
2017,29950,29600,150,44.1,3.0,False,True,False,False
2014,14480,75000,200,48.7,3.0,False,False,False,False
2015,18790,32000,200,39.8,2.0,True,False,False,True
2014,15880,19000,200,47.9,2.0,False,False,False,False
2019,38480,9000,145,48.7,3.0,False,False,False,False
2013,14990,63000,200,47.9,3.0,False,False,False,False
2008,3980,86000,260,37.2,1.8,False,False,False,True
2018,27950,11800,150,40.9,2.0,False,True,False,True
2017,59950,23000,145,39.2,4.0,False,True,False,False
2011,12950,72000,300,34.4,3.0,False,True,False,True
2015,17950,48800,205,39.8,2.0,True,False,False,True
2017,23950,26500,150,43.5,2.0,False,True,False,True
2006,5595,104000,325,33.6,3.0,False,False,False,False
2009,12950,66500,300,33.2,2.0,False,False,False,True
2012,8288,25000,0,74.3,1.6,True,False,False,False
2016,10999,38000,20,70.6,1.6,False,True,False,False
2012,8950,56000,125,50.4,1.8,False,True,False,True
2015,10950,45000,30,56.5,1.4,True,False,False,True
2014,19950,31751,260,35.8,2.0,False,False,False,True
2016,18950,56000,125,60.1,3.0,False,False,False,False
2018,20950,29000,145,47.9,1.8,False,True,False,True
2014,18950,32000,260,36.7,3.0,False,True,False,True
2015,17995,46000,190,42.8,2.0,False,False,False,True
2017,38995,13000,150,34.0,3.0,False,False,False,True
2011,4250,116000,20,70.6,1.6,True,False,False,False
2020,104948,3000,145,22.1,4.0,False,False,False,True
2017,34948,29000,145,48.7,3.0,False,False,False,False
2018,35948,25000,145,48.7,3.0,False,False,False,False
2017,13300,31258,20,60.1,1.0,False,False,False,True
2018,18700,1599,145,56.5,1.5,False,False,False,True
2017,13700,15017,145,64.2,1.0,False,True,False,True
2016,14400,14298,30,58.9,1.4,False,True,False,True
2009,3495,90356,200,40.9,1.6,True,False,False,True
2017,12745,87000,30,64.2,1.6,True,False,False,False
2011,6495,94700,235,44.1,2.7,False,False,False,False
2011,7495,60700,125,53.3,1.4,True,False,False,True
2010,4290,95000,200,41.5,1.6,True,False,False,True
2014,16948,50000,165,49.6,3.0,False,False,False,False
2009,8995,136000,540,31.0,3.0,False,False,False,False
2016,12695,22000,20,70.6,2.0,True,False,False,False
2013,6995,60000,20,68.9,1.6,True,False,False,False
2010,5695,109000,160,49.6,2.0,True,False,False,False
2019,20700,15190,145,46.3,1.6,False,False,False,False
2016,16400,71031,200,42.8,2.0,False,False,False,True
2017,28000,20344,150,37.7,3.0,False,False,False,True
2013,17000,84000,260,41.5,3.0,False,False,False,False
2017,13700,13552,150,57.6,1.4,False,True,False,True
2018,20000,32265,150,62.8,2.0,False,True,False,False
2017,12700,10420,150,64.2,1.0,False,True,False,True
2017,21700,52073,150,56.5,2.0,False,True,False,False
2017,18800,19534,150,50.4,1.4,False,True,False,True
2015,11500,72310,30,65.7,2.0,True,False,False,False
2017,20000,34011,30,62.8,2.0,False,False,False,False
2013,11800,50037,125,57.6,2.0,True,False,False,False
2017,15300,12386,145,65.7,2.0,True,False,False,False
2018,17000,56607,150,67.3,2.0,False,True,False,False
2018,17600,63876,150,65.7,2.0,False,True,False,False
2014,6900,90000,0,74.3,1.6,True,False,False,False
2012,14600,95600,300,38.2,3.0,False,False,False,False
2007,2600,127700,205,44.1,2.0,True,False,False,False
2013,8488,84000,30,64.2,2.0,True,False,False,False
2013,10988,64000,145,56.5,2.0,True,False,False,False
2016,14800,83023,125,58.9,2.0,True,False,False,False
2016,11500,72056,0,72.4,2.0,True,False,False,False
2016,11000,24689,0,67.3,1.0,True,False,False,True
2019,18990,4875,145,40.9,2.0,False,False,False,True
